gorovje,ime,ogledi,priljubljenost,st_poti,st_slik,visina,vrsta
Karavanke,Pogorevc,4610,34,1,0,1076,vrh
Karavanke,Smolnik,409327,82,2,4,1075,vrh
Karavanke,Sveti Vid pod Jernejevim vrhom,152502,52,1,2,1075,"sedlo, cerkev"
Karavanke,Koča na Naravskih ledinah,304795,70,8,8,1072,koča
Karavanke,Sveti Jošt na Paškem Kozjaku,2190,28,1,4,1063,cerkev
Karavanke,Sveti Jakob v Koprivni,756,19,1,10,1062,"vrh, cerkev"
Karavanke,Kapelica Marijina roka (Stenica),247,11,2,6,1055,cerkev
Karavanke,Ajdna,529755,92,7,9,1046,vrh
Karavanke,Partizanska bolnica Krtina,226350,61,2,8,1040,Ni podana
Karavanke,Bivak Suška bajta,1534,24,3,7,1034,bivak
Karavanke,Sveta Ana (Ljubelj),5200,35,2,4,1032,cerkev
Karavanke,Planina Zali potok,959,20,1,7,1032,planina
Karavanke,Mirca,3795,33,2,6,1025,vrh
Karavanke,Veliki Mošenik / Große Muschenig,113908,48,2,2,1021,vrh
Karavanke,Stolpnik,499991,90,16,9,1012,vrh
Karavanke,Plakopec (Brezejec),1630,25,1,3,1005,vrh
Karavanke,Izvir Javornika,228081,61,1,3,1000,jezero
Karavanke,Špicasti vrh (Kislica),411504,82,2,3,994,vrh
Karavanke,Koča na Pikovem,53912,41,8,15,992,"koča, cerkev"
Karavanke,Visoko,2290,28,2,4,991,vrh
Karavanke,Sv. Mihael (Rute (Zavrh)) / St. Michael (Bärental),411,14,1,4,982,cerkev
Karavanke,Boč,736707,98,14,9,978,Ni podana
Karavanke,Dom Pristava v Javorniškem Rovtu,438719,84,2,7,975,koča
Karavanke,Ramšakov vrh,309688,71,4,3,970,vrh
Karavanke,Veliki vrh nad Završnikom,184480,56,5,11,968,vrh
Karavanke,Stara cerkev sv. Ožbolta (Jezersko),1680,25,1,4,961,cerkev
Karavanke,Dom na Paškem Kozjaku,415559,82,1,1,960,koča
Karavanke,Brunarica Krmiše,87,6,1,3,960,koča
Karavanke,Srnjak,280357,67,1,2,955,koča
Karavanke,Radojč,327683,73,2,2,937,vrh
Karavanke,Podgorska planina / Maria Elender Alm,109550,47,1,2,930,planina
Karavanke,Smodivnik,1060,21,1,1,923,vrh
Karavanke,Hvadnik,9120,37,1,6,920,Ni podana
Karavanke,Slapovi v Preski,2970,31,1,5,910,slap
Karavanke,Andrejev vrh,2510,29,8,5,897,vrh
Karavanke,Jerman,2370,29,1,3,890,Ni podana
Karavanke,Volinjak,4970,35,6,7,886,vrh
Karavanke,Donačka gora,665510,97,11,7,884,vrh
Karavanke,Donačka gora (vzhodni vrh),729,18,10,2,883,vrh
Karavanke,Fričev vrh,194274,57,2,5,881,vrh
Karavanke,Rokov vrh / Rochusberg,525,16,2,8,880,vrh
Karavanke,Stropnica,92,6,2,2,880,vrh
Karavanke,Kamnek,333369,73,6,9,873,vrh
Karavanke,Stegovniški slap,145840,51,1,2,872,slap
Karavanke,Veliki Juhej,817,19,1,2,865,vrh
Karavanke,Stropnik,130,7,1,1,862,vrh
Karavanke,Gank,1480,24,1,5,850,vrh
Karavanke,Malnež,145599,51,1,8,846,vrh
Karavanke,Gora sv. Eme (Junska gora) / Hemmaberg,1240,22,2,8,842,"vrh, cerkev"
Karavanke,Turška jama v Gozdašnici,205927,58,1,3,835,Ni podana
Karavanke,Lovska koča Štepih,267941,66,4,4,825,Ni podana
Karavanke,Plešivec,276294,67,5,16,822,vrh
Karavanke,Časov vrh,115956,48,1,1,821,vrh
Karavanke,Mali Juhej,651,17,1,3,820,vrh
Karavanke,Sveti Rupert (Završe),139100,51,1,7,815,"vrh, koča, cerkev"
Karavanke,Sveti Vid (Završe),138784,51,1,3,808,"vrh, cerkev"
Karavanke,Kapelica Srca Jezusovega (Jelendol),1070,22,1,3,807,cerkev
Karavanke,Vinska gora,226559,61,2,2,806,vrh
Karavanke,Poštarski dom pod Plešivcem,401289,81,4,6,805,koča
Karavanke,Slapovi Dobršnik,250896,64,2,5,800,slap
Karavanke,Grobnica barona Borna,1850,26,1,4,800,Ni podana
Karavanke,Črepič,188589,56,2,3,798,vrh
Karavanke,Temnjak,140312,51,1,2,798,vrh
Karavanke,Štalekarjev vrh,1520,24,1,4,792,vrh
Karavanke,Kršiše,328,13,2,3,790,vrh
Karavanke,Kalvarija nad Jesenicami,199355,58,2,3,784,vrh
Karavanke,Skalni vrh (Vodemla),9131,37,2,2,780,vrh
Karavanke,Lubela,4035,33,2,3,778,vrh
Karavanke,Kozjek,119393,48,3,5,766,vrh
Karavanke,Slap pod Gozdašnico,5092,35,1,5,760,slap
Karavanke,Slap pod Kurico,4487,34,1,3,760,slap
Karavanke,Skala,347736,75,3,2,750,vrh
Karavanke,Soteska Čepa/Tscheppaschlucht,352535,75,1,2,750,Ni podana
Karavanke,Kapelica sv. Barbare na Pejcah,136211,50,1,2,750,cerkev
Karavanke,Kušpergarjev turn (Kušpergarjevi turni),2291,28,1,3,750,vrh
Karavanke,Kozjek (nad Socko),1280,23,1,8,748,vrh
Karavanke,Gradišče nad Sotesko (Soteska),2246,28,1,6,724,vrh
Karavanke,RIS Dolina (Dovžanova soteska),10620,38,3,2,720,Ni podana
Karavanke,Maceljska gora,309,12,4,2,718,vrh
Karavanke,Strana,1020,21,1,3,711,vrh
Karavanke,Čopov rovt,2340,29,1,5,710,planina
Karavanke,Slapišče pod Kalvarijo,1501,24,1,5,700,slap
Karavanke,Dom na Boču,455063,86,9,7,698,"koča, cerkev"
Karavanke,Grad Lindek,264928,65,1,7,695,vrh
Karavanke,Javorniški slapovi,7664,37,1,4,690,slap
Karavanke,Soteska Mučevo,708,18,2,8,690,Ni podana
Karavanke,Dom v Dragi,307455,70,1,2,689,koča
Karavanke,Ravnocerje,80,6,1,1,679,vrh
Karavanke,Leški cerkvi,2580,30,2,7,674,cerkev
Karavanke,Sveta Marjeta na Boču,183151,56,2,9,655,cerkev
Karavanke,Dedni vrh (Šuštarica),228,10,1,2,653,vrh
Karavanke,Izvir Sotle,308858,71,5,4,640,Ni podana
Karavanke,Podkanjski slap / Wildensteiner Wasserfall,2250,28,1,5,640,slap
Karavanke,Partizanska bolnica na Formili/Boču,246440,63,5,9,630,Ni podana
Karavanke,Jezero Završnica,12330,38,1,7,630,jezero
Karavanke,Razgledna točka na Stenici,186,9,1,2,630,Ni podana
Karavanke,Formila na Boču,209542,59,5,11,624,Ni podana
Karavanke,Joški vrh,354,13,6,2,595,vrh
Karavanke,Rudijev dom na Donački gori,328150,73,5,4,590,koča
Karavanke,Sveti Rok (Sele),1050,21,1,3,582,cerkev
Karavanke,Gonžarjeva peč,401746,81,2,6,575,vrh
Karavanke,Babček,174499,55,4,3,575,vrh
Karavanke,Lindeški slap,155890,53,1,1,555,slap
Karavanke,Mornova zijalka,269523,66,1,3,550,Ni podana
Karavanke,Planinska koča Velikonočnica,5711,36,3,4,550,koča
Karavanke,Krajnikov grad,114024,48,1,3,549,vrh
Karavanke,Grilova kapela na Boču,192163,57,3,5,534,cerkev
Karavanke,Ljubična gora,2460,29,2,7,533,"vrh, cerkev"
Karavanke,Sveti Pankracij (Grajski grič),1040,21,3,8,530,"vrh, cerkev"
Karavanke,Grad Konjice,233777,62,2,2,515,vrh
Karavanke,Cerkev Marije rožnovenske (Črešnjice),87,6,1,3,512,cerkev
Karavanke,Sveti Donat,202139,58,1,3,511,cerkev
Karavanke,Goležev grad,181,9,2,2,505,vrh
Karavanke,Sveti Mihael na Pečici,128434,50,4,5,500,cerkev
Karavanke,Cerkev Marijinega vnebovzetja (Vitanje),139,7,1,3,472,cerkev
Karavanke,Sv. Uršula nad Dramljami,201306,58,3,8,464,cerkev
Karavanke,Sv. Tomaž nad Vojnikom,4381,34,2,3,444,"vrh, koča, cerkev"
Karavanke,Sveta Barbara v Zagradu,574,16,3,2,435,"vrh, cerkev"
Karavanke,Sveti Miklavž (Sele),426,15,1,2,435,cerkev
Karavanke,Zbelovski grad,123092,49,3,5,400,Ni podana
Karavanke,Cerkev Marije Tolažnice (Brezje nad Žetalami),136,7,1,4,382,"vrh, cerkev"
Karavanke,Razborški ribniki,176047,55,1,7,330,jezero
Karavanke,Sv. Marija Magdalena (Dramlje),152973,52,2,7,327,cerkev
Karavanke,Studeniški grad,172386,55,3,7,315,Ni podana
Karavanke,Sv. Ilija (Spodnje Dramlje),140657,51,2,4,304,cerkev
Karavanke,Partizanska bolnica Zima,244559,63,1,10,290,Ni podana
"Pohorje, Dravinjske gorice in Haloze",Črni vrh,579925,95,4,6,1543,"vrh, bivak"
"Pohorje, Dravinjske gorice in Haloze",Velika Kopa,487309,89,3,7,1542,vrh
"Pohorje, Dravinjske gorice in Haloze",Jezerski vrh,426521,83,5,5,1537,vrh
"Pohorje, Dravinjske gorice in Haloze",Mali Črni vrh,328355,73,2,4,1533,"vrh, jezero"
"Pohorje, Dravinjske gorice in Haloze",Lovrenška jezera,748944,98,5,12,1520,"vrh, jezero"
"Pohorje, Dravinjske gorice in Haloze",Rogla,529469,92,11,6,1517,vrh
"Pohorje, Dravinjske gorice in Haloze",Ribniška koča,576885,95,8,4,1507,koča
"Pohorje, Dravinjske gorice in Haloze",Ostruščica,8150,37,5,2,1498,vrh
"Pohorje, Dravinjske gorice in Haloze",Ribniško jezero,425434,83,5,6,1490,jezero
"Pohorje, Dravinjske gorice in Haloze",Cerkev Jezusove spremenitve na gori (Rogla),51,4,1,4,1474,cerkev
"Pohorje, Dravinjske gorice in Haloze",Izvir Dravinje,39,3,1,2,1460,Ni podana
"Pohorje, Dravinjske gorice in Haloze",Pot med krošnjami Pohorje,12330,38,1,4,1460,Ni podana
"Pohorje, Dravinjske gorice in Haloze",Koča na Jurgovem,55,5,1,2,1430,koča
"Pohorje, Dravinjske gorice in Haloze",Pesek,1330,23,3,2,1423,vrh
"Pohorje, Dravinjske gorice in Haloze",Lasina,703,18,3,1,1412,vrh
"Pohorje, Dravinjske gorice in Haloze",Izvir reke Pake,9510,38,1,0,1412,Ni podana
"Pohorje, Dravinjske gorice in Haloze",Koča na Pesku,529142,92,4,8,1386,koča
"Pohorje, Dravinjske gorice in Haloze",Grmovškov dom pod Veliko Kopo,494462,90,2,3,1371,"koča, sedlo"
"Pohorje, Dravinjske gorice in Haloze",Žigartov vrh,385982,79,13,4,1346,vrh
"Pohorje, Dravinjske gorice in Haloze",Veliki vrh (na Pohorju),1890,26,10,4,1344,vrh
"Pohorje, Dravinjske gorice in Haloze",Klopni vrh,449978,86,14,5,1340,vrh
"Pohorje, Dravinjske gorice in Haloze",Tiho jezero (Falski ribnik),379281,78,2,7,1266,jezero
"Pohorje, Dravinjske gorice in Haloze",Turn (pri Klopnem vrhu),307,12,2,2,1261,vrh
"Pohorje, Dravinjske gorice in Haloze",Koča na Klopnem vrhu,432971,84,10,4,1260,koča
"Pohorje, Dravinjske gorice in Haloze",Ruška koča na Arehu,564935,94,15,8,1246,"koča, cerkev"
"Pohorje, Dravinjske gorice in Haloze",Lukov slap,10560,38,1,2,1240,slap
"Pohorje, Dravinjske gorice in Haloze",Lamprehtov vrh,486,15,2,2,1230,vrh
"Pohorje, Dravinjske gorice in Haloze",Jezerc,243153,63,1,6,1222,jezero
"Pohorje, Dravinjske gorice in Haloze",Črno jezero na Pohorju,524444,92,7,5,1196,jezero
"Pohorje, Dravinjske gorice in Haloze",Dom na Osankarici,479120,89,9,6,1193,koča
"Pohorje, Dravinjske gorice in Haloze",Ledinekov kogel,519,16,7,3,1182,vrh
"Pohorje, Dravinjske gorice in Haloze",Sveti Trije kralji,497057,90,13,11,1181,"koča, cerkev"
"Pohorje, Dravinjske gorice in Haloze",Izvir Polskave,712,18,4,2,1180,Ni podana
"Pohorje, Dravinjske gorice in Haloze",Vrelenk,166,8,1,6,1170,Ni podana
"Pohorje, Dravinjske gorice in Haloze",Kremžarjev vrh,493315,90,8,4,1164,vrh
"Pohorje, Dravinjske gorice in Haloze",Mariborski razglednik (Cigelnica),362168,76,5,4,1147,vrh
"Pohorje, Dravinjske gorice in Haloze",Planinski dom Zarja (Hotel Zarja),807,19,2,2,1113,koča
"Pohorje, Dravinjske gorice in Haloze",Koča pod Kremžarjevim vrhom,470585,87,8,9,1102,koča
"Pohorje, Dravinjske gorice in Haloze",Koča na Pesniku,375561,78,2,2,1101,koča
"Pohorje, Dravinjske gorice in Haloze",Koča na Šumiku,395544,80,7,5,1100,koča
"Pohorje, Dravinjske gorice in Haloze",Mariborska koča,559982,94,15,6,1086,koča
"Pohorje, Dravinjske gorice in Haloze",Sveti Bolfenk (Mariborsko Pohorje),1060,21,4,2,1040,cerkev
"Pohorje, Dravinjske gorice in Haloze",Partizanska bolnišnica Jesen,192,9,3,8,1035,Ni podana
"Pohorje, Dravinjske gorice in Haloze",Koča Planinc,235,11,2,3,1010,koča
"Pohorje, Dravinjske gorice in Haloze",Sveta Uršula (Bojtina),740,19,2,5,1006,cerkev
"Pohorje, Dravinjske gorice in Haloze",Repnikov vrh,417,14,3,1,988,vrh
"Pohorje, Dravinjske gorice in Haloze",Jezerce Drtičnikovo,414,14,2,3,960,jezero
"Pohorje, Dravinjske gorice in Haloze",Slap Veliki Šumik,442464,85,6,2,950,slap
"Pohorje, Dravinjske gorice in Haloze",Sedovnikov vrh,49,4,1,1,942,vrh
"Pohorje, Dravinjske gorice in Haloze",Sveti Križ (Kumen),247,11,1,2,928,cerkev
"Pohorje, Dravinjske gorice in Haloze",Framski slap,337712,74,3,3,925,slap
"Pohorje, Dravinjske gorice in Haloze",Janževski vrh,2790,30,2,12,915,"vrh, koča, cerkev"
"Pohorje, Dravinjske gorice in Haloze",Hlebov vrh (Rdeči Breg),4593,34,8,5,913,"vrh, cerkev"
"Pohorje, Dravinjske gorice in Haloze",Hotel Tisa (Poštarski dom),37,3,1,2,912,koča
"Pohorje, Dravinjske gorice in Haloze",Sveti Urh (Urh),580,17,4,6,895,cerkev
"Pohorje, Dravinjske gorice in Haloze",Slap Mali Šumik,221799,60,4,4,890,slap
"Pohorje, Dravinjske gorice in Haloze",Sveti Ignacij (Rdeči Breg),255,11,8,5,885,cerkev
"Pohorje, Dravinjske gorice in Haloze",Lovski dom LD Gradišče,1580,25,1,4,880,koča
"Pohorje, Dravinjske gorice in Haloze",Klančnik (Glančnik),226,10,7,4,877,vrh
"Pohorje, Dravinjske gorice in Haloze",Lovska koča Klančnik,310,12,7,5,865,koča
"Pohorje, Dravinjske gorice in Haloze",Sveta Marija (Smolnik),57,5,2,1,860,cerkev
"Pohorje, Dravinjske gorice in Haloze",Sveti Danijel (nad Trbonjami),1070,22,1,4,845,"vrh, cerkev"
"Pohorje, Dravinjske gorice in Haloze",Golarjev vrh,1050,21,1,2,843,vrh
"Pohorje, Dravinjske gorice in Haloze",Sveta Barbara nad Slovenj Gradcem,220871,60,1,1,829,cerkev
"Pohorje, Dravinjske gorice in Haloze",Ribnik zahodno od Ošelja,60,5,2,4,824,jezero
"Pohorje, Dravinjske gorice in Haloze",Majalova kapelica,157,8,2,2,823,Ni podana
"Pohorje, Dravinjske gorice in Haloze",Kebeljski grad (Zajčev grad),498,15,3,5,813,vrh
"Pohorje, Dravinjske gorice in Haloze",Ribnika Devin v Ošelju,61,5,2,6,812,jezero
"Pohorje, Dravinjske gorice in Haloze",Maroltova jelka (Bistriški vintgar),302,12,1,3,800,Ni podana
"Pohorje, Dravinjske gorice in Haloze",Golek,1140,22,5,5,769,vrh
"Pohorje, Dravinjske gorice in Haloze",Razgledna ploščad pri Ančnikovem gradišču,290,12,1,5,760,vrh
"Pohorje, Dravinjske gorice in Haloze",Anski vrh (nad Pamečami),2730,30,1,6,756,"vrh, cerkev"
"Pohorje, Dravinjske gorice in Haloze",Ančnikovo gradišče,222155,61,1,23,750,koča
"Pohorje, Dravinjske gorice in Haloze",Sveti Lenart (Koritno),18,2,1,3,745,cerkev
"Pohorje, Dravinjske gorice in Haloze",Šetorov mlin,336,13,2,6,745,Ni podana
"Pohorje, Dravinjske gorice in Haloze",Trije križi na Konjiški gori,4526,34,1,5,727,sedlo
"Pohorje, Dravinjske gorice in Haloze",Pečke,351440,75,5,7,720,"vrh, koča"
"Pohorje, Dravinjske gorice in Haloze",Sveta Magdalena (Brda),118573,48,1,2,718,cerkev
"Pohorje, Dravinjske gorice in Haloze",Ribnica na Pohorju,2810,30,1,13,715,"koča, cerkev"
"Pohorje, Dravinjske gorice in Haloze",Lobnikov vrh,130638,50,1,1,705,vrh
"Pohorje, Dravinjske gorice in Haloze",Koglerjev vrh,253,11,2,2,698,vrh
"Pohorje, Dravinjske gorice in Haloze",Sveti Križ (Planica),232,10,1,7,692,cerkev
"Pohorje, Dravinjske gorice in Haloze",Sveti Miklavž (Koritno),18,2,1,2,678,cerkev
"Pohorje, Dravinjske gorice in Haloze",Žusem,411788,82,3,6,669,"vrh, bivak, cerkev"
"Pohorje, Dravinjske gorice in Haloze",Lovski dom - LD Fram,190,9,1,2,668,koča
"Pohorje, Dravinjske gorice in Haloze",Sveti Primož (Sveti Primož na Pohorju),81,6,1,5,667,"vrh, cerkev"
"Pohorje, Dravinjske gorice in Haloze",Sveti Janez Krstnik (Šentjanž nad Dravčami),49,4,1,3,655,"vrh, cerkev"
"Pohorje, Dravinjske gorice in Haloze",Sv. Peter in Pavel (Veliko Tinje),130,7,1,1,655,cerkev
"Pohorje, Dravinjske gorice in Haloze",Potnikova smreka,245,11,2,3,651,Ni podana
"Pohorje, Dravinjske gorice in Haloze",Jelovice,3520,32,3,2,623,vrh
"Pohorje, Dravinjske gorice in Haloze",Globokarjev vrh,78,6,1,2,616,vrh
"Pohorje, Dravinjske gorice in Haloze",Brinjeva gora (nad Zrečami),9980,38,5,4,616,"vrh, cerkev"
"Pohorje, Dravinjske gorice in Haloze",Golika,157,8,1,4,609,"vrh, cerkev"
"Pohorje, Dravinjske gorice in Haloze",Sveti Mohor (Lačna Gora),235,11,1,3,602,"vrh, cerkev"
"Pohorje, Dravinjske gorice in Haloze",Hožičev vrh,207,10,1,2,595,vrh
"Pohorje, Dravinjske gorice in Haloze",Slap Šum (Bistriški vintgar),1160,22,1,1,590,slap
"Pohorje, Dravinjske gorice in Haloze",Kerješetov vrh,164,8,2,1,590,vrh
"Pohorje, Dravinjske gorice in Haloze",Sveti Martin (Zlakova),144,7,1,5,589,"vrh, cerkev"
"Pohorje, Dravinjske gorice in Haloze",Lorbekov vrh,184,9,1,1,578,vrh
"Pohorje, Dravinjske gorice in Haloze",Rudnica (nad Podčetrtkom),14760,39,7,16,548,"vrh, koča, jezero, bivak, planina, cerkev"
"Pohorje, Dravinjske gorice in Haloze",Sveti Bolfenk (Jelovice),296,12,2,3,537,"vrh, cerkev"
"Pohorje, Dravinjske gorice in Haloze",Skala (nad Dravogradom),2461,29,1,4,525,Ni podana
"Pohorje, Dravinjske gorice in Haloze",Gradišče (nad Slovenj Gradcem),2490,29,1,2,516,vrh
"Pohorje, Dravinjske gorice in Haloze",Sveti Avguštin,180893,55,4,6,504,"vrh, cerkev"
"Pohorje, Dravinjske gorice in Haloze",Kluže,64,5,1,2,496,vrh
"Pohorje, Dravinjske gorice in Haloze",Izletniška kmetija Ančka,191,9,2,2,460,koča
"Pohorje, Dravinjske gorice in Haloze",Sv. Ana nad Makolami,1841,26,0,7,460,cerkev
"Pohorje, Dravinjske gorice in Haloze",Janški vrh,2090,27,3,8,417,"vrh, cerkev"
"Pohorje, Dravinjske gorice in Haloze",Sv. Marjeta (Ritoznoj),340,13,1,2,407,cerkev
"Pohorje, Dravinjske gorice in Haloze",Cerkev Device Marije na Kamnu,692,18,0,6,381,"vrh, cerkev"
"Pohorje, Dravinjske gorice in Haloze",Vodni izvir Zlati studenec,235,11,1,5,375,Ni podana
"Pohorje, Dravinjske gorice in Haloze",Sveta Magdalena (Velika Varnica),81,6,1,2,370,cerkev
"Pohorje, Dravinjske gorice in Haloze",Ptujska Gora,1700,25,4,3,342,"vrh, koča, cerkev"
"Pohorje, Dravinjske gorice in Haloze",Kapela sv. Ane v Puščavi,241,11,2,4,330,"vrh, cerkev"
"Pohorje, Dravinjske gorice in Haloze",Izvir Toplega (Studeniškega) potoka,3792,33,5,7,295,slap
"Pohorje, Dravinjske gorice in Haloze",Sveta Lucija nad Studenicami,155091,53,3,6,290,cerkev
Polhograjsko hribovje in Ljubljana,Tošč,688411,98,13,15,1021,vrh
Polhograjsko hribovje in Ljubljana,Pasja ravan,576301,95,4,11,1020,vrh
Polhograjsko hribovje in Ljubljana,Goli vrh,332523,73,2,1,962,vrh
Polhograjsko hribovje in Ljubljana,Sivka,439445,84,7,13,934,vrh
Polhograjsko hribovje in Ljubljana,Mlaka,256694,64,2,1,914,vrh
Polhograjsko hribovje in Ljubljana,Javorč,341388,74,3,5,901,"vrh, koča"
Polhograjsko hribovje in Ljubljana,Polhograjska Grmada,771844,99,17,18,898,vrh
Polhograjsko hribovje in Ljubljana,Gontarska planina,408989,82,2,2,894,vrh
Polhograjsko hribovje in Ljubljana,Lavrovec,300618,69,1,3,890,vrh
Polhograjsko hribovje in Ljubljana,Sveti Lenart,384281,79,1,10,861,"vrh, cerkev"
Polhograjsko hribovje in Ljubljana,Sveti Ožbolt (nad Zmincem),410371,82,4,8,859,"vrh, cerkev"
Polhograjsko hribovje in Ljubljana,Osolnik,603413,96,12,8,858,"vrh, cerkev"
Polhograjsko hribovje in Ljubljana,Mala Grmada,306510,70,4,2,853,vrh
Polhograjsko hribovje in Ljubljana,Bukov vrh,398968,80,2,6,832,"vrh, cerkev"
Polhograjsko hribovje in Ljubljana,Polhograjska Gora (Sveti Lovrenc),549474,93,9,19,824,"vrh, cerkev"
Polhograjsko hribovje in Ljubljana,Veliki hrib,213478,59,1,1,815,vrh
Polhograjsko hribovje in Ljubljana,Goljek,282295,67,4,11,809,vrh
Polhograjsko hribovje in Ljubljana,Sveti Jakob,655067,97,14,20,806,"vrh, cerkev"
Polhograjsko hribovje in Ljubljana,Marinčeva planina (Hrib),230908,61,2,7,805,vrh
Polhograjsko hribovje in Ljubljana,Sveti Andrej (Planina nad Horjulom),337338,73,2,9,798,"vrh, cerkev"
Polhograjsko hribovje in Ljubljana,Rog,352265,75,10,10,798,vrh
Polhograjsko hribovje in Ljubljana,Kožljek,373878,78,4,7,788,vrh
Polhograjsko hribovje in Ljubljana,Brunarica Osovnik,444720,85,6,4,777,koča
Polhograjsko hribovje in Ljubljana,Jeterbenk,492998,90,10,13,774,vrh
Polhograjsko hribovje in Ljubljana,Stražni stolp pod vrhom Kovčka,2901,31,1,2,770,Ni podana
Polhograjsko hribovje in Ljubljana,Sveta Jedert,312661,71,2,7,750,cerkev
Polhograjsko hribovje in Ljubljana,Sveta Katarina (Topol),610481,96,9,6,738,cerkev
Polhograjsko hribovje in Ljubljana,Dom na Govejku,533581,92,2,7,734,koča
Polhograjsko hribovje in Ljubljana,Koreno,461287,87,9,17,729,"vrh, cerkev"
Polhograjsko hribovje in Ljubljana,Jermanca (Jermancov grič),3610,32,1,5,728,vrh
Polhograjsko hribovje in Ljubljana,Hom,475919,88,4,4,715,vrh
Polhograjsko hribovje in Ljubljana,Mali vrh,330555,73,3,7,708,vrh
Polhograjsko hribovje in Ljubljana,Kucelj nad Polhovim Gradcem,6189,36,3,2,705,vrh
Polhograjsko hribovje in Ljubljana,Sveta Uršula (Setnica),293410,69,2,8,700,cerkev
Polhograjsko hribovje in Ljubljana,Kregovnik,179573,55,1,2,692,vrh
Polhograjsko hribovje in Ljubljana,Sveta Ana (Butajnova),274192,67,1,2,686,cerkev
Polhograjsko hribovje in Ljubljana,Sveti Florijan (Tehovec),262198,65,4,7,685,"vrh, cerkev"
Polhograjsko hribovje in Ljubljana,Grmada,580275,95,18,7,676,vrh
Polhograjsko hribovje in Ljubljana,Dominov dom,285365,68,1,2,670,koča
Polhograjsko hribovje in Ljubljana,Šmarna gora,792039,99,23,9,669,"vrh, koča, cerkev"
Polhograjsko hribovje in Ljubljana,Kugelč (Šentjošt nad Horjulom),256835,64,2,5,666,"vrh, planina, cerkev"
Polhograjsko hribovje in Ljubljana,Sveti Mihael na Samotorici,186176,56,1,3,665,cerkev
Polhograjsko hribovje in Ljubljana,Domačija Pr Lenart (Belo),217500,60,2,3,650,koča
Polhograjsko hribovje in Ljubljana,Breznik (Boben),2360,29,2,4,643,vrh
Polhograjsko hribovje in Ljubljana,Rašica (Vrh Staneta Kosca),678316,97,14,16,641,"vrh, koča"
Polhograjsko hribovje in Ljubljana,Sveta Barbara (nad Hrastnico),2250,28,1,4,629,cerkev
Polhograjsko hribovje in Ljubljana,Ključ,352603,75,4,3,623,vrh
Polhograjsko hribovje in Ljubljana,Sveti Andrej (nad Zmincem),3981,33,2,5,617,"vrh, koča, cerkev"
Polhograjsko hribovje in Ljubljana,Vrhe nad Dobrovo,190378,57,2,11,603,vrh
Polhograjsko hribovje in Ljubljana,Visoki hrib,195964,57,2,2,602,vrh
Polhograjsko hribovje in Ljubljana,Toško Čelo,593761,96,6,11,590,"vrh, koča"
Polhograjsko hribovje in Ljubljana,Sveti Urban (nad Gorenjo Dobravo),1350,23,2,4,570,"vrh, cerkev"
Polhograjsko hribovje in Ljubljana,Veliki vrh (Rašica),308713,71,1,5,568,vrh
Polhograjsko hribovje in Ljubljana,Sveti Martin nad Brišami,167665,54,1,5,567,cerkev
Polhograjsko hribovje in Ljubljana,Sveti Jurij (Praproče),1780,26,1,3,552,cerkev
Polhograjsko hribovje in Ljubljana,Partizanski dom na Ključu,324311,72,4,5,550,koča
Polhograjsko hribovje in Ljubljana,Gradišče nad Žažarjem,2652,30,2,7,547,vrh
Polhograjsko hribovje in Ljubljana,Vrh (Debeli hrib),276125,67,7,7,540,vrh
Polhograjsko hribovje in Ljubljana,Gradišče (nad Dobrovo),5630,36,2,2,530,vrh
Polhograjsko hribovje in Ljubljana,Planinski dom na Ravneku,254422,64,1,3,522,koča
Polhograjsko hribovje in Ljubljana,Smledniški hrib (Stari grad),477848,88,5,21,517,"vrh, koča"
Polhograjsko hribovje in Ljubljana,Vrhovčev grič,693,18,5,4,495,vrh
Polhograjsko hribovje in Ljubljana,Sveta Marjeta pod Jeterbenkom,294332,69,3,4,482,cerkev
Polhograjsko hribovje in Ljubljana,Bezenica,139497,51,1,3,476,vrh
Polhograjsko hribovje in Ljubljana,Strmca,179491,55,7,3,472,vrh
Polhograjsko hribovje in Ljubljana,Koseški hrib,7050,37,5,3,467,vrh
Polhograjsko hribovje in Ljubljana,Kalvarija,357446,76,2,7,460,vrh
Polhograjsko hribovje in Ljubljana,Gradišče (Zapoški hrib),3580,32,1,2,451,vrh
Polhograjsko hribovje in Ljubljana,Strmec (nad Dragomerom),576,16,2,4,446,vrh
Polhograjsko hribovje in Ljubljana,Debeli vrh (nad Topolami),3420,32,3,4,446,vrh
Polhograjsko hribovje in Ljubljana,Klobuk pri Ljubljani,37156,40,2,2,441,vrh
Polhograjsko hribovje in Ljubljana,Stražni vrh,5259,35,1,2,439,vrh
Polhograjsko hribovje in Ljubljana,Koča Klobuk,11852,38,3,7,433,koča
Polhograjsko hribovje in Ljubljana,Mengeška koča na Gobavici,437120,84,7,8,433,"vrh, koča"
Polhograjsko hribovje in Ljubljana,Šišenski hrib (Rožnik),440968,85,3,3,429,vrh
Polhograjsko hribovje in Ljubljana,Sveti Urh (nad Zaklancem),355100,76,3,3,420,"vrh, cerkev"
Polhograjsko hribovje in Ljubljana,Sveti Tilen nad Repnjami,5706,36,1,3,419,cerkev
Polhograjsko hribovje in Ljubljana,Sveti Jurij (Hruševo),2831,31,1,8,414,"vrh, cerkev"
Polhograjsko hribovje in Ljubljana,Severjev grič,86,6,1,8,401,vrh
