ime,vrsta
Pristovški Storžič / Kärntner Storschitz,vrh
Pristovški Storžič / Kärntner Storschitz,vrh
Koprivnjak / Kleiner Frauenkogel,vrh
Koprivnjak / Kleiner Frauenkogel,vrh
Klek,vrh
Klek,vrh
Bivak na Belščici,bivak
Bivak na Belščici,planina
Bivak na Belščici,bivak
Bivak na Belščici,planina
Zajčnik,vrh
Zajčnik,vrh
Zajmenove peči,vrh
Zajmenove peči,vrh
Kamnica (Komnica) / Ferlacher Spitze,vrh
Kamnica (Komnica) / Ferlacher Spitze,vrh
Mala Košuta,vrh
Mala Košuta,vrh
Vošca,vrh
Vošca,vrh
Mala Peca,vrh
Mala Peca,vrh
Tamarča,vrh
Tamarča,vrh
Hajnžev Praprotnik / Zeller Prapotnik,vrh
Hajnžev Praprotnik / Zeller Prapotnik,vrh
Veliki Javornik (Ženiklovec),vrh
Veliki Javornik (Ženiklovec),vrh
Vrh Ljubeljščice (Triangel),vrh
Vrh Ljubeljščice (Triangel),vrh
Hajnževo sedlo,sedlo
Hajnževo sedlo,sedlo
Belska planina (Svečica),koča
Belska planina (Svečica),planina
Belska planina (Svečica),koča
Belska planina (Svečica),planina
Uršlja gora (Plešivec),vrh
Uršlja gora (Plešivec),koča
Uršlja gora (Plešivec),cerkev
Uršlja gora (Plešivec),vrh
Uršlja gora (Plešivec),koča
Uršlja gora (Plešivec),cerkev
Planina Seča,planina
Planina Seča,sedlo
Planina Seča,planina
Planina Seča,sedlo
Alpengasthof Siebenhütten,koča
Alpengasthof Siebenhütten,jezero
Alpengasthof Siebenhütten,planina
Alpengasthof Siebenhütten,cerkev
Alpengasthof Siebenhütten,koča
Alpengasthof Siebenhütten,jezero
Alpengasthof Siebenhütten,planina
Alpengasthof Siebenhütten,cerkev
Stegovnik,vrh
Stegovnik,vrh
Mačenski vrh / Matschacher Gupf,vrh
Mačenski vrh / Matschacher Gupf,vrh
Mali Javornik,vrh
Mali Javornik,vrh
Spodnji Plot,vrh
Spodnji Plot,vrh
Dom na Uršlji gori,koča
Dom na Uršlji gori,cerkev
Dom na Uršlji gori,koča
Dom na Uršlji gori,cerkev
Grpišca,vrh
Grpišca,vrh
Hrašenska planina,planina
Hrašenska planina,planina
Votlina Kralja Matjaža,planina
Votlina Kralja Matjaža,planina
Pečovnik (kota 1668),vrh
Pečovnik (kota 1668),vrh
Javorče,vrh
Javorče,vrh
Dom na Peci,koča
Dom na Peci,koča
Bela peč / Weiße Wand,vrh
Bela peč / Weiße Wand,vrh
Celovška koča / Klagenfurter Hutte,koča
Celovška koča / Klagenfurter Hutte,planina
Celovška koča / Klagenfurter Hutte,koča
Celovška koča / Klagenfurter Hutte,planina
Potočka zijalka,planina
Potočka zijalka,planina
Kosmatica / Kosmatitza,vrh
Kosmatica / Kosmatitza,vrh
Kamnati vrh,vrh
Kamnati vrh,vrh
Roblekov dom na Begunjščici,koča
Roblekov dom na Begunjščici,bivak
Roblekov dom na Begunjščici,planina
Roblekov dom na Begunjščici,koča
Roblekov dom na Begunjščici,bivak
Roblekov dom na Begunjščici,planina
Virnikov Grintovec,vrh
Virnikov Grintovec,vrh
Planina Dovška Rožca,koča
Planina Dovška Rožca,planina
Planina Dovška Rožca,koča
Planina Dovška Rožca,planina
Visoka Bavha,vrh
Visoka Bavha,vrh
Topica/Topitza,vrh
Topica/Topitza,vrh
Mala Golica,vrh
Mala Golica,vrh
Pečovnik,vrh
Pečovnik,vrh
Veliki vrh nad Komatevro,vrh
Veliki vrh nad Komatevro,vrh
Blekova planina,bivak
Blekova planina,planina
Blekova planina,sedlo
Blekova planina,bivak
Blekova planina,planina
Blekova planina,sedlo
Macna / Matzen,vrh
Macna / Matzen,vrh
Jerebikovec,vrh
Jerebikovec,vrh
Ruš,vrh
Ruš,vrh
Sveta peč / Helige Wand,vrh
Sveta peč / Helige Wand,vrh
Čofatijev vrh,vrh
Čofatijev vrh,vrh
Žingarica / Singerberg,vrh
Žingarica / Singerberg,vrh
Rožca,planina
Rožca,sedlo
Rožca,planina
Rožca,sedlo
Bela peč,vrh
Bela peč,vrh
Koča na Golici,koča
Koča na Golici,planina
Koča na Golici,koča
Koča na Golici,planina
Planina Zgornja Dolga njiva,planina
Planina Zgornja Dolga njiva,planina
Planina Zgornja Konjščica,planina
Planina Zgornja Konjščica,sedlo
Planina Zgornja Konjščica,planina
Planina Zgornja Konjščica,sedlo
Sinski vrh / Sinacher Gupf,vrh
Sinski vrh / Sinacher Gupf,vrh
Ojstra / Oistra,vrh
Ojstra / Oistra,vrh
Planina Zgornja Luža,planina
Planina Zgornja Luža,planina
Vgrizeva planina / Ogrisalm,planina
Vgrizeva planina / Ogrisalm,planina
Veška planina / Wackendorfer Alm,koča
Veška planina / Wackendorfer Alm,planina
Veška planina / Wackendorfer Alm,cerkev
Veška planina / Wackendorfer Alm,koča
Veška planina / Wackendorfer Alm,planina
Veška planina / Wackendorfer Alm,cerkev
Planina Korošica,koča
Planina Korošica,planina
Planina Korošica,koča
Planina Korošica,planina
Rekaršica,sedlo
Rekaršica,sedlo
Kapelška koča / Eisenkappler Hütte,koča
Kapelška koča / Eisenkappler Hütte,planina
Kapelška koča / Eisenkappler Hütte,koča
Kapelška koča / Eisenkappler Hütte,planina
Petelinjek (nad Korenskim sedlom),vrh
Petelinjek (nad Korenskim sedlom),vrh
Stara gora / Altberg,vrh
Stara gora / Altberg,vrh
Špičasti vrh / Spitzberg,vrh
Špičasti vrh / Spitzberg,vrh
Ptičji vrh,vrh
Ptičji vrh,vrh
Planina Javornik,planina
Planina Javornik,planina
Snežnik (nad Koprivno),vrh
Snežnik (nad Koprivno),vrh
Dom na Zelenici,koča
Dom na Zelenici,koča
Sveta Ana (Macna) / St. Anna (Matzen),cerkev
Sveta Ana (Macna) / St. Anna (Matzen),cerkev
Zavetišče na planini Šija,koča
Zavetišče na planini Šija,planina
Zavetišče na planini Šija,koča
Zavetišče na planini Šija,planina
Koča Berta / Bertahütte,koča
Koča Berta / Bertahütte,koča
Šoparjev vrh,vrh
Šoparjev vrh,vrh
Mejnik,vrh
Mejnik,vrh
Požgani rob,vrh
Požgani rob,vrh
Peč (Tromeja),vrh
Peč (Tromeja),vrh
Planica,vrh
Planica,vrh
Bukovec,vrh
Bukovec,vrh
Polna peč,vrh
Polna peč,vrh
"Lipševa vrata (Vrata, Felsentore)",vrh
"Lipševa vrata (Vrata, Felsentore)",vrh
Žerjavov Praprotnik / Loibler Prapotnik,vrh
Žerjavov Praprotnik / Loibler Prapotnik,vrh
Kopa / Monte Coppa,vrh
Kopa / Monte Coppa,vrh
Dom na Kofcah,koča
Dom na Kofcah,planina
Dom na Kofcah,cerkev
Dom na Kofcah,koča
Dom na Kofcah,planina
Dom na Kofcah,cerkev
Jureževa planina,planina
Jureževa planina,planina
Borovje,vrh
Borovje,vrh
Rabenberg,vrh
Rabenberg,vrh
Veliki Rob / Großer Rain,vrh
Veliki Rob / Großer Rain,vrh
Planina Ilovica,planina
Planina Ilovica,planina
Bela peč (nad Dovjem),vrh
Bela peč (nad Dovjem),vrh
Planina Spodnja Konjščica,planina
Planina Spodnja Konjščica,planina
Spominska plošča Jožeta Rozmana,planina
Spominska plošča Jožeta Rozmana,planina
Borovski vrh (Žehtar) / Sechter,vrh
Borovski vrh (Žehtar) / Sechter,vrh
Koča Pr Zdravc,koča
Koča Pr Zdravc,koča
Planina Pungrat,planina
Planina Pungrat,planina
Črna peč,vrh
Črna peč,vrh
Kališje,vrh
Kališje,vrh
Tegoška planina,planina
Tegoška planina,planina
Dom pri izviru Završnice,koča
Dom pri izviru Završnice,planina
Dom pri izviru Završnice,koča
Dom pri izviru Završnice,planina
Lovska koča na Brvogih,planina
Lovska koča na Brvogih,planina
Dreiländereck Hütte,koča
Dreiländereck Hütte,planina
Dreiländereck Hütte,sedlo
Dreiländereck Hütte,koča
Dreiländereck Hütte,planina
Dreiländereck Hütte,sedlo
Plešivška kopa (Kozarnica),vrh
Plešivška kopa (Kozarnica),vrh
Potočnikova planina,planina
Potočnikova planina,planina
Planina Rožca / Roschitzaalm,planina
Planina Rožca / Roschitzaalm,planina
Planina Spodnja Dolga njiva,koča
Planina Spodnja Dolga njiva,planina
Planina Spodnja Dolga njiva,koča
Planina Spodnja Dolga njiva,planina
Planina Stamare,planina
Planina Stamare,planina
Robič,vrh
Robič,vrh
Jeseniška planina,planina
Jeseniška planina,planina
Hruška planina,koča
Hruška planina,planina
Hruška planina,koča
Hruška planina,planina
Koča na Ljubelju,koča
Koča na Ljubelju,sedlo
Koča na Ljubelju,koča
Koča na Ljubelju,sedlo
Planina Brsnina,planina
Planina Brsnina,planina
Planina Možine,planina
Planina Možine,planina
Veronjak / Hausberg,vrh
Veronjak / Hausberg,vrh
Hofovška planina / Hoffmansalpe,planina
Hofovška planina / Hoffmansalpe,planina
Španov vrh,vrh
Španov vrh,vrh
Sveti Lenart / St. Leonhard,cerkev
Sveti Lenart / St. Leonhard,cerkev
Planina Rep (Repija),planina
Planina Rep (Repija),planina
Primožkovi hribi,vrh
Primožkovi hribi,vrh
Lovska koča nad Doslovško planino,vrh
Lovska koča nad Doslovško planino,vrh
Robniške peči,vrh
Robniške peči,vrh
Bivak brez meja / Bivacco Senza Confini,bivak
Bivak brez meja / Bivacco Senza Confini,sedlo
Bivak brez meja / Bivacco Senza Confini,bivak
Bivak brez meja / Bivacco Senza Confini,sedlo
Na pečeh pri Črnem Vrhu,vrh
Na pečeh pri Črnem Vrhu,vrh
Koča na planini Preval-a,koča
Koča na planini Preval-a,planina
Koča na planini Preval-a,koča
Koča na planini Preval-a,planina
Govševa planina,planina
Govševa planina,planina
Penatca,vrh
Penatca,vrh
Pusti Rovt,planina
Pusti Rovt,planina
Koča Vrtača,koča
Koča Vrtača,koča
Roblekova planina,planina
Roblekova planina,sedlo
Roblekova planina,planina
Roblekova planina,sedlo
Lovska koča Stanič,planina
Lovska koča Stanič,planina
Koča pod Košuto / Koschutahaus,koča
Koča pod Košuto / Koschutahaus,koča
Golarjeva peč,vrh
Golarjeva peč,vrh
Močnikova planina,planina
Močnikova planina,planina
Marija Snežna (Kavalar) / Madonna della Neve,planina
Marija Snežna (Kavalar) / Madonna della Neve,cerkev
Marija Snežna (Kavalar) / Madonna della Neve,planina
Marija Snežna (Kavalar) / Madonna della Neve,cerkev
Obirska planina,planina
Obirska planina,planina
Basališče (Paški Kozjak),vrh
Basališče (Paški Kozjak),vrh
Planina Kladje / Quadiaalm,planina
Planina Kladje / Quadiaalm,planina
Potoška planina,koča
Potoška planina,planina
Potoška planina,koča
Potoška planina,planina
Vetrh vrh,vrh
Vetrh vrh,vrh
Markljev Rovt,planina
Markljev Rovt,planina
Planina Luža,planina
Planina Luža,sedlo
Planina Luža,planina
Planina Luža,sedlo
Velika Boncla,vrh
Velika Boncla,vrh
Sveti Duh pod Olševo,cerkev
Sveti Duh pod Olševo,cerkev
Izvir reke Meže,cerkev
Izvir reke Meže,cerkev
Božičev vrh / Boschitzberg,vrh
Božičev vrh / Boschitzberg,vrh
Štrukljev vrh,vrh
Štrukljev vrh,vrh
Zabreška planina,planina
Zabreška planina,planina
Tolsti vrh (pri Poljški planini),vrh
Tolsti vrh (pri Poljški planini),vrh
Planinski dom na kmetiji Kumer,koča
Planinski dom na kmetiji Kumer,koča
Sveta Ana v Koprivni,cerkev
Sveta Ana v Koprivni,cerkev
Doslovška planina,planina
Doslovška planina,planina
Medvodnica,vrh
Medvodnica,vrh
Žirovniška planina,planina
Žirovniška planina,planina
Rovt Vrse,planina
Rovt Vrse,planina
Jesenik (Jesenikov vrh),vrh
Jesenik (Jesenikov vrh),vrh
Hom (nad Prevaljami),vrh
Hom (nad Prevaljami),vrh
Brdo (Plezališče pod Golico),vrh
Brdo (Plezališče pod Golico),vrh
Ostrica,vrh
Ostrica,vrh
Valvasorjev dom pod Stolom,koča
Valvasorjev dom pod Stolom,koča
Tomčeva koča na Poljški planini,koča
Tomčeva koča na Poljški planini,planina
Tomčeva koča na Poljški planini,koča
Tomčeva koča na Poljški planini,planina
Veliki vrh (nad Mežiško dolino),vrh
Veliki vrh (nad Mežiško dolino),vrh
Virnikova planina,planina
Virnikova planina,planina
Smučarski dom Črni vrh,koča
Smučarski dom Črni vrh,koča
Šumahov vrh,vrh
Šumahov vrh,vrh
Pikov vrh,vrh
Pikov vrh,vrh
Dom na Tromeji,koča
Dom na Tromeji,koča
Alničje,vrh
Alničje,vrh
Hribarska (Huda) zijalka,vrh
Hribarska (Huda) zijalka,vrh
Planina Planinca,koča
Planina Planinca,planina
Planina Planinca,koča
Planina Planinca,planina
Mala Boncla (Bavha),vrh
Mala Boncla (Bavha),vrh
Planina Goreljše,planina
Planina Goreljše,planina
Žmitkov špic,vrh
Žmitkov špic,vrh
Železna (Kisla) voda,vrh
Železna (Kisla) voda,vrh
Zavetišče na Kalu,koča
Zavetišče na Kalu,sedlo
Zavetišče na Kalu,koča
Zavetišče na Kalu,sedlo
Špik (Paški Kozjak),vrh
Špik (Paški Kozjak),vrh
Erjavčev rovt (Planina Mlinca),planina
Erjavčev rovt (Planina Mlinca),planina
Jelenkamen,vrh
Jelenkamen,vrh
Stenica,vrh
Stenica,vrh
Blažčeva skala,vrh
Blažčeva skala,vrh
Planina Dolžanka,planina
Planina Dolžanka,planina
Arihova peč / Arichwand,vrh
Arihova peč / Arichwand,vrh
Andrejev dom na Slemenu,koča
Andrejev dom na Slemenu,koča
Koča nad Arihovo pečjo / Rossalmhütte,koča
Koča nad Arihovo pečjo / Rossalmhütte,planina
Koča nad Arihovo pečjo / Rossalmhütte,koča
Koča nad Arihovo pečjo / Rossalmhütte,planina
Pogorevc,vrh
Pogorevc,vrh
Smolnik,vrh
Smolnik,vrh
Sveti Vid pod Jernejevim vrhom,sedlo
Sveti Vid pod Jernejevim vrhom,cerkev
Sveti Vid pod Jernejevim vrhom,sedlo
Sveti Vid pod Jernejevim vrhom,cerkev
Koča na Naravskih ledinah,koča
Koča na Naravskih ledinah,koča
Sveti Jošt na Paškem Kozjaku,cerkev
Sveti Jošt na Paškem Kozjaku,cerkev
Sveti Jakob v Koprivni,vrh
Sveti Jakob v Koprivni,cerkev
Sveti Jakob v Koprivni,vrh
Sveti Jakob v Koprivni,cerkev
Kapelica Marijina roka (Stenica),cerkev
Kapelica Marijina roka (Stenica),cerkev
Ajdna,vrh
Ajdna,vrh
Partizanska bolnica Krtina,vrh
Partizanska bolnica Krtina,vrh
Bivak Suška bajta,bivak
Bivak Suška bajta,bivak
Sveta Ana (Ljubelj),cerkev
Sveta Ana (Ljubelj),cerkev
Planina Zali potok,planina
Planina Zali potok,planina
Mirca,vrh
Mirca,vrh
Veliki Mošenik / Große Muschenig,vrh
Veliki Mošenik / Große Muschenig,vrh
Stolpnik,vrh
Stolpnik,vrh
Plakopec (Brezejec),vrh
Plakopec (Brezejec),vrh
Izvir Javornika,jezero
Izvir Javornika,jezero
Špicasti vrh (Kislica),vrh
Špicasti vrh (Kislica),vrh
Koča na Pikovem,koča
Koča na Pikovem,cerkev
Koča na Pikovem,koča
Koča na Pikovem,cerkev
Visoko,vrh
Visoko,vrh
Sv. Mihael (Rute (Zavrh)) / St. Michael (Bärental),cerkev
Sv. Mihael (Rute (Zavrh)) / St. Michael (Bärental),cerkev
Boč,cerkev
Boč,cerkev
Dom Pristava v Javorniškem Rovtu,koča
Dom Pristava v Javorniškem Rovtu,koča
Ramšakov vrh,vrh
Ramšakov vrh,vrh
Veliki vrh nad Završnikom,vrh
Veliki vrh nad Završnikom,vrh
Stara cerkev sv. Ožbolta (Jezersko),cerkev
Stara cerkev sv. Ožbolta (Jezersko),cerkev
Dom na Paškem Kozjaku,koča
Dom na Paškem Kozjaku,koča
Brunarica Krmiše,koča
Brunarica Krmiše,koča
Srnjak,koča
Srnjak,koča
Radojč,vrh
Radojč,vrh
Podgorska planina / Maria Elender Alm,planina
Podgorska planina / Maria Elender Alm,planina
Smodivnik,vrh
Smodivnik,vrh
Hvadnik,vrh
Hvadnik,vrh
Slapovi v Preski,slap
Slapovi v Preski,slap
Andrejev vrh,vrh
Andrejev vrh,vrh
Jerman,vrh
Jerman,vrh
Volinjak,vrh
Volinjak,vrh
Donačka gora,vrh
Donačka gora,vrh
Donačka gora (vzhodni vrh),vrh
Donačka gora (vzhodni vrh),vrh
Fričev vrh,vrh
Fričev vrh,vrh
Rokov vrh / Rochusberg,vrh
Rokov vrh / Rochusberg,vrh
Stropnica,vrh
Stropnica,vrh
Kamnek,vrh
Kamnek,vrh
Stegovniški slap,slap
Stegovniški slap,slap
Veliki Juhej,vrh
Veliki Juhej,vrh
Stropnik,vrh
Stropnik,vrh
Gank,vrh
Gank,vrh
Malnež,vrh
Malnež,vrh
Gora sv. Eme (Junska gora) / Hemmaberg,vrh
Gora sv. Eme (Junska gora) / Hemmaberg,cerkev
Gora sv. Eme (Junska gora) / Hemmaberg,vrh
Gora sv. Eme (Junska gora) / Hemmaberg,cerkev
Turška jama v Gozdašnici,cerkev
Turška jama v Gozdašnici,cerkev
Lovska koča Štepih,cerkev
Lovska koča Štepih,cerkev
Plešivec,vrh
Plešivec,vrh
Časov vrh,vrh
Časov vrh,vrh
Mali Juhej,vrh
Mali Juhej,vrh
Sveti Rupert (Završe),vrh
Sveti Rupert (Završe),koča
Sveti Rupert (Završe),cerkev
Sveti Rupert (Završe),vrh
Sveti Rupert (Završe),koča
Sveti Rupert (Završe),cerkev
Sveti Vid (Završe),vrh
Sveti Vid (Završe),cerkev
Sveti Vid (Završe),vrh
Sveti Vid (Završe),cerkev
Kapelica Srca Jezusovega (Jelendol),cerkev
Kapelica Srca Jezusovega (Jelendol),cerkev
Vinska gora,vrh
Vinska gora,vrh
Poštarski dom pod Plešivcem,koča
Poštarski dom pod Plešivcem,koča
Slapovi Dobršnik,slap
Slapovi Dobršnik,slap
Grobnica barona Borna,slap
Grobnica barona Borna,slap
Črepič,vrh
Črepič,vrh
Temnjak,vrh
Temnjak,vrh
Štalekarjev vrh,vrh
Štalekarjev vrh,vrh
Kršiše,vrh
Kršiše,vrh
Kalvarija nad Jesenicami,vrh
Kalvarija nad Jesenicami,vrh
Skalni vrh (Vodemla),vrh
Skalni vrh (Vodemla),vrh
Lubela,vrh
Lubela,vrh
Kozjek,vrh
Kozjek,vrh
Slap pod Gozdašnico,slap
Slap pod Gozdašnico,slap
Slap pod Kurico,slap
Slap pod Kurico,slap
Skala,vrh
Skala,vrh
Soteska Čepa/Tscheppaschlucht,vrh
Soteska Čepa/Tscheppaschlucht,vrh
Kapelica sv. Barbare na Pejcah,cerkev
Kapelica sv. Barbare na Pejcah,cerkev
Kušpergarjev turn (Kušpergarjevi turni),vrh
Kušpergarjev turn (Kušpergarjevi turni),vrh
Kozjek (nad Socko),vrh
Kozjek (nad Socko),vrh
Gradišče nad Sotesko (Soteska),vrh
Gradišče nad Sotesko (Soteska),vrh
RIS Dolina (Dovžanova soteska),vrh
RIS Dolina (Dovžanova soteska),vrh
Maceljska gora,vrh
Maceljska gora,vrh
Strana,vrh
Strana,vrh
Čopov rovt,planina
Čopov rovt,planina
Slapišče pod Kalvarijo,slap
Slapišče pod Kalvarijo,slap
Dom na Boču,koča
Dom na Boču,cerkev
Dom na Boču,koča
Dom na Boču,cerkev
Grad Lindek,vrh
Grad Lindek,vrh
Javorniški slapovi,slap
Javorniški slapovi,slap
Soteska Mučevo,slap
Soteska Mučevo,slap
Dom v Dragi,koča
Dom v Dragi,koča
Ravnocerje,vrh
Ravnocerje,vrh
Leški cerkvi,cerkev
Leški cerkvi,cerkev
Sveta Marjeta na Boču,cerkev
Sveta Marjeta na Boču,cerkev
Dedni vrh (Šuštarica),vrh
Dedni vrh (Šuštarica),vrh
Izvir Sotle,vrh
Izvir Sotle,vrh
Podkanjski slap / Wildensteiner Wasserfall,slap
Podkanjski slap / Wildensteiner Wasserfall,slap
Partizanska bolnica na Formili/Boču,slap
Partizanska bolnica na Formili/Boču,slap
Jezero Završnica,jezero
Jezero Završnica,jezero
Razgledna točka na Stenici,jezero
Razgledna točka na Stenici,jezero
Formila na Boču,jezero
Formila na Boču,jezero
Joški vrh,vrh
Joški vrh,vrh
Rudijev dom na Donački gori,koča
Rudijev dom na Donački gori,koča
Sveti Rok (Sele),cerkev
Sveti Rok (Sele),cerkev
Gonžarjeva peč,vrh
Gonžarjeva peč,vrh
Babček,vrh
Babček,vrh
Lindeški slap,slap
Lindeški slap,slap
Mornova zijalka,slap
Mornova zijalka,slap
Planinska koča Velikonočnica,koča
Planinska koča Velikonočnica,koča
Krajnikov grad,vrh
Krajnikov grad,vrh
Grilova kapela na Boču,cerkev
Grilova kapela na Boču,cerkev
Ljubična gora,vrh
Ljubična gora,cerkev
Ljubična gora,vrh
Ljubična gora,cerkev
Sveti Pankracij (Grajski grič),vrh
Sveti Pankracij (Grajski grič),cerkev
Sveti Pankracij (Grajski grič),vrh
Sveti Pankracij (Grajski grič),cerkev
Grad Konjice,vrh
Grad Konjice,vrh
Cerkev Marije rožnovenske (Črešnjice),cerkev
Cerkev Marije rožnovenske (Črešnjice),cerkev
Sveti Donat,cerkev
Sveti Donat,cerkev
Goležev grad,vrh
Goležev grad,vrh
Sveti Mihael na Pečici,cerkev
Sveti Mihael na Pečici,cerkev
Cerkev Marijinega vnebovzetja (Vitanje),cerkev
Cerkev Marijinega vnebovzetja (Vitanje),cerkev
Sv. Uršula nad Dramljami,cerkev
Sv. Uršula nad Dramljami,cerkev
Sv. Tomaž nad Vojnikom,vrh
Sv. Tomaž nad Vojnikom,koča
Sv. Tomaž nad Vojnikom,cerkev
Sv. Tomaž nad Vojnikom,vrh
Sv. Tomaž nad Vojnikom,koča
Sv. Tomaž nad Vojnikom,cerkev
Sveta Barbara v Zagradu,vrh
Sveta Barbara v Zagradu,cerkev
Sveta Barbara v Zagradu,vrh
Sveta Barbara v Zagradu,cerkev
Sveti Miklavž (Sele),cerkev
Sveti Miklavž (Sele),cerkev
Zbelovski grad,cerkev
Zbelovski grad,cerkev
Cerkev Marije Tolažnice (Brezje nad Žetalami),vrh
Cerkev Marije Tolažnice (Brezje nad Žetalami),cerkev
Cerkev Marije Tolažnice (Brezje nad Žetalami),vrh
Cerkev Marije Tolažnice (Brezje nad Žetalami),cerkev
Razborški ribniki,jezero
Razborški ribniki,jezero
Sv. Marija Magdalena (Dramlje),cerkev
Sv. Marija Magdalena (Dramlje),cerkev
Studeniški grad,cerkev
Studeniški grad,cerkev
Sv. Ilija (Spodnje Dramlje),cerkev
Sv. Ilija (Spodnje Dramlje),cerkev
Partizanska bolnica Zima,cerkev
Partizanska bolnica Zima,cerkev
Črni vrh,vrh
Črni vrh,bivak
Črni vrh,vrh
Črni vrh,bivak
Velika Kopa,vrh
Velika Kopa,vrh
Jezerski vrh,vrh
Jezerski vrh,vrh
Mali Črni vrh,vrh
Mali Črni vrh,jezero
Mali Črni vrh,vrh
Mali Črni vrh,jezero
Lovrenška jezera,vrh
Lovrenška jezera,jezero
Lovrenška jezera,vrh
Lovrenška jezera,jezero
Rogla,vrh
Rogla,vrh
Ribniška koča,koča
Ribniška koča,koča
Ostruščica,vrh
Ostruščica,vrh
Ribniško jezero,jezero
Ribniško jezero,jezero
Cerkev Jezusove spremenitve na gori (Rogla),cerkev
Cerkev Jezusove spremenitve na gori (Rogla),cerkev
Izvir Dravinje,cerkev
Izvir Dravinje,cerkev
Pot med krošnjami Pohorje,cerkev
Pot med krošnjami Pohorje,cerkev
Koča na Jurgovem,koča
Koča na Jurgovem,koča
Pesek,vrh
Pesek,vrh
Lasina,vrh
Lasina,vrh
Izvir reke Pake,vrh
Izvir reke Pake,vrh
Koča na Pesku,koča
Koča na Pesku,koča
Grmovškov dom pod Veliko Kopo,koča
Grmovškov dom pod Veliko Kopo,sedlo
Grmovškov dom pod Veliko Kopo,koča
Grmovškov dom pod Veliko Kopo,sedlo
Žigartov vrh,vrh
Žigartov vrh,vrh
Veliki vrh (na Pohorju),vrh
Veliki vrh (na Pohorju),vrh
Klopni vrh,vrh
Klopni vrh,vrh
Tiho jezero (Falski ribnik),jezero
Tiho jezero (Falski ribnik),jezero
Turn (pri Klopnem vrhu),vrh
Turn (pri Klopnem vrhu),vrh
Koča na Klopnem vrhu,koča
Koča na Klopnem vrhu,koča
Ruška koča na Arehu,koča
Ruška koča na Arehu,cerkev
Ruška koča na Arehu,koča
Ruška koča na Arehu,cerkev
Lukov slap,slap
Lukov slap,slap
Lamprehtov vrh,vrh
Lamprehtov vrh,vrh
Jezerc,jezero
Jezerc,jezero
Črno jezero na Pohorju,jezero
Črno jezero na Pohorju,jezero
Dom na Osankarici,koča
Dom na Osankarici,koča
Ledinekov kogel,vrh
Ledinekov kogel,vrh
Sveti Trije kralji,koča
Sveti Trije kralji,cerkev
Sveti Trije kralji,koča
Sveti Trije kralji,cerkev
Izvir Polskave,cerkev
Izvir Polskave,cerkev
Vrelenk,cerkev
Vrelenk,cerkev
Kremžarjev vrh,vrh
Kremžarjev vrh,vrh
Mariborski razglednik (Cigelnica),vrh
Mariborski razglednik (Cigelnica),vrh
Planinski dom Zarja (Hotel Zarja),koča
Planinski dom Zarja (Hotel Zarja),koča
Koča pod Kremžarjevim vrhom,koča
Koča pod Kremžarjevim vrhom,koča
Koča na Pesniku,koča
Koča na Pesniku,koča
Koča na Šumiku,koča
Koča na Šumiku,koča
Mariborska koča,koča
Mariborska koča,koča
Sveti Bolfenk (Mariborsko Pohorje),cerkev
Sveti Bolfenk (Mariborsko Pohorje),cerkev
Partizanska bolnišnica Jesen,cerkev
Partizanska bolnišnica Jesen,cerkev
Koča Planinc,koča
Koča Planinc,koča
Sveta Uršula (Bojtina),cerkev
Sveta Uršula (Bojtina),cerkev
Repnikov vrh,vrh
Repnikov vrh,vrh
Jezerce Drtičnikovo,jezero
Jezerce Drtičnikovo,jezero
Slap Veliki Šumik,slap
Slap Veliki Šumik,slap
Sedovnikov vrh,vrh
Sedovnikov vrh,vrh
Sveti Križ (Kumen),cerkev
Sveti Križ (Kumen),cerkev
Framski slap,slap
Framski slap,slap
Janževski vrh,vrh
Janževski vrh,koča
Janževski vrh,cerkev
Janževski vrh,vrh
Janževski vrh,koča
Janževski vrh,cerkev
Hlebov vrh (Rdeči Breg),vrh
Hlebov vrh (Rdeči Breg),cerkev
Hlebov vrh (Rdeči Breg),vrh
Hlebov vrh (Rdeči Breg),cerkev
Hotel Tisa (Poštarski dom),koča
Hotel Tisa (Poštarski dom),koča
Sveti Urh (Urh),cerkev
Sveti Urh (Urh),cerkev
Slap Mali Šumik,slap
Slap Mali Šumik,slap
Sveti Ignacij (Rdeči Breg),cerkev
Sveti Ignacij (Rdeči Breg),cerkev
Lovski dom LD Gradišče,koča
Lovski dom LD Gradišče,koča
Klančnik (Glančnik),vrh
Klančnik (Glančnik),vrh
Lovska koča Klančnik,koča
Lovska koča Klančnik,koča
Sveta Marija (Smolnik),cerkev
Sveta Marija (Smolnik),cerkev
Sveti Danijel (nad Trbonjami),vrh
Sveti Danijel (nad Trbonjami),cerkev
Sveti Danijel (nad Trbonjami),vrh
Sveti Danijel (nad Trbonjami),cerkev
Golarjev vrh,vrh
Golarjev vrh,vrh
Sveta Barbara nad Slovenj Gradcem,cerkev
Sveta Barbara nad Slovenj Gradcem,cerkev
Ribnik zahodno od Ošelja,jezero
Ribnik zahodno od Ošelja,jezero
Majalova kapelica,jezero
Majalova kapelica,jezero
Kebeljski grad (Zajčev grad),vrh
Kebeljski grad (Zajčev grad),vrh
Ribnika Devin v Ošelju,jezero
Ribnika Devin v Ošelju,jezero
Maroltova jelka (Bistriški vintgar),jezero
Maroltova jelka (Bistriški vintgar),jezero
Golek,vrh
Golek,vrh
